"Dataset","Graph","R2","Mode"
"Entire Dataset 319","Height vs. Fresh Weight",0.238,"Double Linear"
"Entire Dataset 319","Diameter vs. Fresh Weight",0.727,"Double Log"
"Entire Dataset 319","Diameter vs. Fresh Weight",0.696,"Double Linear"
"Entire Dataset 319","Thickness vs. Fresh Weight",0.142,"Double Log"
"Entire Dataset 319","Thickness vs. Fresh Weight",0.132,"Double Linear"
"Entire Dataset 319","Diameter / Width vs. Fresh Weight",0.005,"Double Log"
"Entire Dataset 319","Diameter / Width vs. Fresh Weight",0.003,"Double Linear"
"Entire Dataset 319","Width vs. Height",0.007,"Double Log"
"Entire Dataset 319","Width vs. Height",0.018,"Double Linear"
"Entire Dataset 319","Width vs. Diameter",0.27,"Double Log"
"Entire Dataset 319","Width vs. Diameter",0.231,"Double Linear"
"Entire Dataset 319","Width vs. Thickness",0.006,"Double Log"
"Entire Dataset 319","Width vs. Thickness",0.002,"Double Linear"
"Entire Dataset 319","Height vs. Diameter",0.252,"Double Log"
"Entire Dataset 319","Height vs. Diameter",0.479,"Double Linear"
"Entire Dataset 319","Height vs. Thickness",0,"Double Log"
"Entire Dataset 319","Height vs. Thickness",0.006,"Double Linear"
"Entire Dataset 319","Diameter vs. Thickness",0.038,"Double Log"
"Entire Dataset 319","Diameter vs. Thickness",0.036,"Double Linear"
"Entire Dataset 325","Width vs. Fresh Weight",0.593,"Double Log"
"Entire Dataset 325","Width vs. Fresh Weight",0.621,"Double Linear"
"Entire Dataset 325","Height vs. Fresh Weight",0.574,"Double Log"
"Entire Dataset 325","Height vs. Fresh Weight",0.502,"Double Linear"
"Entire Dataset 325","Diameter vs. Fresh Weight",0.859,"Double Log"
"Entire Dataset 325","Diameter vs. Fresh Weight",0.797,"Double Linear"
"Entire Dataset 325","Thickness vs. Fresh Weight",0.311,"Double Log"
"Entire Dataset 325","Thickness vs. Fresh Weight",0.24,"Double Linear"
"Entire Dataset 325","Diameter / Width vs. Fresh Weight",0,"Double Log"
"Entire Dataset 325","Diameter / Width vs. Fresh Weight",0.007,"Double Linear"
"Entire Dataset 325","Width vs. Height",0.128,"Double Log"
"Entire Dataset 325","Width vs. Height",0.12,"Double Linear"
"Entire Dataset 325","Width vs. Diameter",0.442,"Double Log"
"Entire Dataset 325","Width vs. Diameter",0.461,"Double Linear"
"Entire Dataset 325","Width vs. Thickness",0.037,"Double Log"
"Entire Dataset 325","Width vs. Thickness",0.017,"Double Linear"
"Entire Dataset 325","Height vs. Diameter",0.819,"Double Log"
"Entire Dataset 325","Height vs. Diameter",0.806,"Double Linear"
"Entire Dataset 325","Height vs. Thickness",0.175,"Double Log"
"Entire Dataset 325","Height vs. Thickness",0.115,"Double Linear"
"Entire Dataset 325","Diameter vs. Thickness",0.161,"Double Log"
"Entire Dataset 325","Diameter vs. Thickness",0.104,"Double Linear"
"Entire Dataset 326","Width vs. Fresh Weight",0.775,"Double Log"
"Entire Dataset 326","Width vs. Fresh Weight",0.734,"Double Linear"
"Entire Dataset 326","Height vs. Fresh Weight",0.728,"Double Log"
"Entire Dataset 326","Height vs. Fresh Weight",0.721,"Double Linear"
"Entire Dataset 326","Diameter vs. Fresh Weight",0.878,"Double Log"
"Entire Dataset 326","Diameter vs. Fresh Weight",0.87,"Double Linear"
"Entire Dataset 326","Thickness vs. Fresh Weight",0.286,"Double Log"
"Entire Dataset 326","Thickness vs. Fresh Weight",0.279,"Double Linear"
"Entire Dataset 326","Diameter / Width vs. Fresh Weight",0.017,"Double Log"
"Entire Dataset 326","Diameter / Width vs. Fresh Weight",0.028,"Double Linear"
"Entire Dataset 326","Width vs. Height",0.529,"Double Log"
"Entire Dataset 326","Width vs. Height",0.513,"Double Linear"
"Entire Dataset 326","Width vs. Diameter",0.714,"Double Log"
"Entire Dataset 326","Width vs. Diameter",0.7,"Double Linear"
"Entire Dataset 326","Width vs. Thickness",0.137,"Double Log"
"Entire Dataset 326","Width vs. Thickness",0.128,"Double Linear"
"Entire Dataset 326","Height vs. Diameter",0.891,"Double Log"
"Entire Dataset 326","Height vs. Diameter",0.892,"Double Linear"
"Entire Dataset 326","Height vs. Thickness",0.062,"Double Log"
"Entire Dataset 326","Height vs. Thickness",0.061,"Double Linear"
"Entire Dataset 326","Diameter vs. Thickness",0.076,"Double Log"
"Entire Dataset 326","Diameter vs. Thickness",0.07,"Double Linear"
"Entire Dataset 390","Width vs. Fresh Weight",0.679,"Double Log"
"Entire Dataset 390","Width vs. Fresh Weight",0.654,"Double Linear"
"Entire Dataset 390","Height vs. Fresh Weight",0.647,"Double Log"
"Entire Dataset 390","Height vs. Fresh Weight",0.571,"Double Linear"
"Entire Dataset 390","Diameter vs. Fresh Weight",0.797,"Double Log"
"Entire Dataset 390","Diameter vs. Fresh Weight",0.744,"Double Linear"
"Entire Dataset 390","Thickness vs. Fresh Weight",0.553,"Double Log"
"Entire Dataset 390","Thickness vs. Fresh Weight",0.457,"Double Linear"
"Entire Dataset 390","Diameter / Width vs. Fresh Weight",0.017,"Double Log"
"Entire Dataset 390","Diameter / Width vs. Fresh Weight",0.028,"Double Linear"
"Entire Dataset 390","Width vs. Height",0.375,"Double Log"
"Entire Dataset 390","Width vs. Height",0.338,"Double Linear"
"Entire Dataset 390","Width vs. Diameter",0.71,"Double Log"
"Entire Dataset 390","Width vs. Diameter",0.701,"Double Linear"
"Entire Dataset 390","Width vs. Thickness",0.149,"Double Log"
"Entire Dataset 390","Width vs. Thickness",0.088,"Double Linear"
"Entire Dataset 390","Height vs. Diameter",0.851,"Double Log"
"Entire Dataset 390","Height vs. Diameter",0.829,"Double Linear"
"Entire Dataset 390","Height vs. Thickness",0.184,"Double Log"
"Entire Dataset 390","Height vs. Thickness",0.152,"Double Linear"
"Entire Dataset 390","Diameter vs. Thickness",0.198,"Double Log"
"Entire Dataset 390","Diameter vs. Thickness",0.143,"Double Linear"
"Entire Dataset 572","Width vs. Fresh Weight",0.647,"Double Log"
"Entire Dataset 572","Width vs. Fresh Weight",0.597,"Double Linear"
"Entire Dataset 572","Height vs. Fresh Weight",0.686,"Double Log"
"Entire Dataset 572","Height vs. Fresh Weight",0.664,"Double Linear"
"Entire Dataset 572","Diameter vs. Fresh Weight",0.792,"Double Log"
"Entire Dataset 572","Diameter vs. Fresh Weight",0.773,"Double Linear"
"Entire Dataset 572","Thickness vs. Fresh Weight",0.104,"Double Log"
"Entire Dataset 572","Thickness vs. Fresh Weight",0.098,"Double Linear"
"Entire Dataset 572","Diameter / Width vs. Fresh Weight",0,"Double Log"
"Entire Dataset 572","Diameter / Width vs. Fresh Weight",0.009,"Double Linear"
"Entire Dataset 572","Width vs. Height",0.699,"Double Log"
"Entire Dataset 572","Width vs. Height",0.699,"Double Linear"
"Entire Dataset 572","Width vs. Diameter",0.725,"Double Log"
"Entire Dataset 572","Width vs. Diameter",0.712,"Double Linear"
"Entire Dataset 572","Width vs. Thickness",0.004,"Double Log"
"Entire Dataset 572","Width vs. Thickness",0.002,"Double Linear"
"Entire Dataset 572","Height vs. Diameter",0.897,"Double Log"
"Entire Dataset 572","Height vs. Diameter",0.898,"Double Linear"
"Entire Dataset 572","Height vs. Thickness",0.002,"Double Log"
"Entire Dataset 572","Height vs. Thickness",0,"Double Linear"
"Entire Dataset 572","Diameter vs. Thickness",0,"Double Log"
"Entire Dataset 572","Diameter vs. Thickness",0,"Double Linear"
"Entire Dataset 580","Width vs. Fresh Weight",0.407,"Double Log"
"Entire Dataset 580","Width vs. Fresh Weight",0.421,"Double Linear"
"Entire Dataset 580","Height vs. Fresh Weight",0.073,"Double Log"
"Entire Dataset 580","Height vs. Fresh Weight",0.079,"Double Linear"
"Entire Dataset 580","Diameter vs. Fresh Weight",0.231,"Double Log"
"Entire Dataset 580","Diameter vs. Fresh Weight",0.229,"Double Linear"
"Entire Dataset 580","Thickness vs. Fresh Weight",0.367,"Double Log"
"Entire Dataset 580","Thickness vs. Fresh Weight",0.368,"Double Linear"
"Entire Dataset 580","Diameter / Width vs. Fresh Weight",0.049,"Double Log"
"Entire Dataset 580","Diameter / Width vs. Fresh Weight",0.047,"Double Linear"
"Entire Dataset 580","Width vs. Height",0.004,"Double Log"
"Entire Dataset 580","Width vs. Height",0.002,"Double Linear"
"Entire Dataset 580","Width vs. Diameter",0.01,"Double Log"
"Entire Dataset 580","Width vs. Diameter",0.013,"Double Linear"
"Entire Dataset 580","Width vs. Thickness",0.002,"Double Log"
"Entire Dataset 580","Width vs. Thickness",0.005,"Double Linear"
"Entire Dataset 580","Height vs. Diameter",0.792,"Double Log"
"Entire Dataset 580","Height vs. Diameter",0.806,"Double Linear"
"Entire Dataset 580","Height vs. Thickness",0,"Double Log"
"Entire Dataset 580","Height vs. Thickness",0,"Double Linear"
"Entire Dataset 580","Diameter vs. Thickness",0.008,"Double Log"
"Entire Dataset 580","Diameter vs. Thickness",0.005,"Double Linear"
"Entire Dataset 582","Width vs. Fresh Weight",0.776,"Double Log"
"Entire Dataset 582","Width vs. Fresh Weight",0.764,"Double Linear"
"Entire Dataset 582","Height vs. Fresh Weight",0.459,"Double Log"
"Entire Dataset 582","Height vs. Fresh Weight",0.394,"Double Linear"
"Entire Dataset 582","Diameter vs. Fresh Weight",0.722,"Double Log"
"Entire Dataset 582","Diameter vs. Fresh Weight",0.646,"Double Linear"
"Entire Dataset 582","Thickness vs. Fresh Weight",0.314,"Double Log"
"Entire Dataset 582","Thickness vs. Fresh Weight",0.333,"Double Linear"
"Entire Dataset 582","Diameter / Width vs. Fresh Weight",0.097,"Double Log"
"Entire Dataset 582","Diameter / Width vs. Fresh Weight",0.136,"Double Linear"
"Entire Dataset 582","Width vs. Height",0.297,"Double Log"
"Entire Dataset 582","Width vs. Height",0.269,"Double Linear"
"Entire Dataset 582","Width vs. Diameter",0.52,"Double Log"
"Entire Dataset 582","Width vs. Diameter",0.504,"Double Linear"
"Entire Dataset 582","Width vs. Thickness",0.138,"Double Log"
"Entire Dataset 582","Width vs. Thickness",0.144,"Double Linear"
"Entire Dataset 582","Height vs. Diameter",0.711,"Double Log"
"Entire Dataset 582","Height vs. Diameter",0.689,"Double Linear"
"Entire Dataset 582","Height vs. Thickness",0.069,"Double Log"
"Entire Dataset 582","Height vs. Thickness",0.073,"Double Linear"
"Entire Dataset 582","Diameter vs. Thickness",0.132,"Double Log"
"Entire Dataset 582","Diameter vs. Thickness",0.141,"Double Linear"
"Entire Dataset 584","Width vs. Fresh Weight",0.727,"Double Log"
"Entire Dataset 584","Width vs. Fresh Weight",0.733,"Double Linear"
"Entire Dataset 584","Height vs. Fresh Weight",0.771,"Double Log"
"Entire Dataset 584","Height vs. Fresh Weight",0.729,"Double Linear"
"Entire Dataset 584","Diameter vs. Fresh Weight",0.89,"Double Log"
"Entire Dataset 584","Diameter vs. Fresh Weight",0.876,"Double Linear"
"Entire Dataset 584","Thickness vs. Fresh Weight",0.124,"Double Log"
"Entire Dataset 584","Thickness vs. Fresh Weight",0.081,"Double Linear"
"Entire Dataset 584","Diameter / Width vs. Fresh Weight",0.008,"Double Log"
"Entire Dataset 584","Diameter / Width vs. Fresh Weight",0.005,"Double Linear"
"Entire Dataset 584","Width vs. Height",0.466,"Double Log"
"Entire Dataset 584","Width vs. Height",0.471,"Double Linear"
"Entire Dataset 584","Width vs. Diameter",0.627,"Double Log"
"Entire Dataset 584","Width vs. Diameter",0.633,"Double Linear"
"Entire Dataset 584","Width vs. Thickness",0.006,"Double Log"
"Entire Dataset 584","Width vs. Thickness",0.001,"Double Linear"
"Entire Dataset 584","Height vs. Diameter",0.911,"Double Log"
"Entire Dataset 584","Height vs. Diameter",0.912,"Double Linear"
"Entire Dataset 584","Height vs. Thickness",0.017,"Double Log"
"Entire Dataset 584","Height vs. Thickness",0.014,"Double Linear"
"Entire Dataset 584","Diameter vs. Thickness",0.014,"Double Log"
"Entire Dataset 584","Diameter vs. Thickness",0.01,"Double Linear"
"Entire Dataset 585","Width vs. Fresh Weight",0.502,"Double Log"
"Entire Dataset 585","Width vs. Fresh Weight",0.519,"Double Linear"
"Entire Dataset 585","Height vs. Fresh Weight",0.597,"Double Log"
"Entire Dataset 585","Height vs. Fresh Weight",0.645,"Double Linear"
"Entire Dataset 585","Diameter vs. Fresh Weight",0.757,"Double Log"
"Entire Dataset 585","Diameter vs. Fresh Weight",0.792,"Double Linear"
"Entire Dataset 585","Thickness vs. Fresh Weight",0.434,"Double Log"
"Entire Dataset 585","Thickness vs. Fresh Weight",0.362,"Double Linear"
"Entire Dataset 585","Diameter / Width vs. Fresh Weight",0.13,"Double Log"
"Entire Dataset 585","Diameter / Width vs. Fresh Weight",0.119,"Double Linear"
"Entire Dataset 585","Width vs. Height",0.503,"Double Log"
"Entire Dataset 585","Width vs. Height",0.459,"Double Linear"
"Entire Dataset 585","Width vs. Diameter",0.496,"Double Log"
"Entire Dataset 585","Width vs. Diameter",0.474,"Double Linear"
"Entire Dataset 585","Width vs. Thickness",0.057,"Double Log"
"Entire Dataset 585","Width vs. Thickness",0.052,"Double Linear"
"Entire Dataset 585","Height vs. Diameter",0.884,"Double Log"
"Entire Dataset 585","Height vs. Diameter",0.882,"Double Linear"
"Entire Dataset 585","Height vs. Thickness",0.041,"Double Log"
"Entire Dataset 585","Height vs. Thickness",0.058,"Double Linear"
"Entire Dataset 585","Diameter vs. Thickness",0.127,"Double Log"
"Entire Dataset 585","Diameter vs. Thickness",0.135,"Double Linear"
"Entire Dataset 839","Width vs. Fresh Weight",0.713,"Double Log"
"Entire Dataset 839","Width vs. Fresh Weight",0.674,"Double Linear"
"Entire Dataset 839","Height vs. Fresh Weight",0.474,"Double Log"
"Entire Dataset 839","Height vs. Fresh Weight",0.516,"Double Linear"
"Entire Dataset 839","Diameter vs. Fresh Weight",0.861,"Double Log"
"Entire Dataset 839","Diameter vs. Fresh Weight",0.865,"Double Linear"
"Entire Dataset 839","Thickness vs. Fresh Weight",0.072,"Double Log"
"Entire Dataset 839","Thickness vs. Fresh Weight",0.026,"Double Linear"
"Entire Dataset 839","Diameter / Width vs. Fresh Weight",0.019,"Double Log"
"Entire Dataset 839","Diameter / Width vs. Fresh Weight",0.009,"Double Linear"
"Entire Dataset 839","Width vs. Height",0.382,"Double Log"
"Entire Dataset 839","Width vs. Height",0.357,"Double Linear"
"Entire Dataset 839","Width vs. Diameter",0.745,"Double Log"
"Entire Dataset 839","Width vs. Diameter",0.7,"Double Linear"
"Entire Dataset 839","Width vs. Thickness",0.001,"Double Log"
"Entire Dataset 839","Width vs. Thickness",0.013,"Double Linear"
"Entire Dataset 839","Height vs. Diameter",0.738,"Double Log"
"Entire Dataset 839","Height vs. Diameter",0.759,"Double Linear"
"Entire Dataset 839","Height vs. Thickness",0.106,"Double Log"
"Entire Dataset 839","Height vs. Thickness",0.12,"Double Linear"
"Entire Dataset 839","Diameter vs. Thickness",0.002,"Double Log"
"Entire Dataset 839","Diameter vs. Thickness",0.014,"Double Linear"
"Entire Dataset 845","Width vs. Fresh Weight",0.715,"Double Log"
"Entire Dataset 845","Width vs. Fresh Weight",0.691,"Double Linear"
"Entire Dataset 845","Height vs. Fresh Weight",0.757,"Double Log"
"Entire Dataset 845","Height vs. Fresh Weight",0.777,"Double Linear"
"Entire Dataset 845","Diameter vs. Fresh Weight",0.875,"Double Log"
"Entire Dataset 845","Diameter vs. Fresh Weight",0.874,"Double Linear"
"Entire Dataset 845","Thickness vs. Fresh Weight",0.159,"Double Log"
"Entire Dataset 845","Thickness vs. Fresh Weight",0.134,"Double Linear"
"Entire Dataset 845","Diameter / Width vs. Fresh Weight",0.066,"Double Log"
"Entire Dataset 845","Diameter / Width vs. Fresh Weight",0.07,"Double Linear"
"Entire Dataset 845","Width vs. Height",0.557,"Double Log"
"Entire Dataset 845","Width vs. Height",0.576,"Double Linear"
"Entire Dataset 845","Width vs. Diameter",0.703,"Double Log"
"Entire Dataset 845","Width vs. Diameter",0.705,"Double Linear"
"Entire Dataset 845","Width vs. Thickness",0.01,"Double Log"
"Entire Dataset 845","Width vs. Thickness",0.014,"Double Linear"
"Entire Dataset 845","Height vs. Diameter",0.929,"Double Log"
"Entire Dataset 845","Height vs. Diameter",0.94,"Double Linear"
"Entire Dataset 845","Height vs. Thickness",0.029,"Double Log"
"Entire Dataset 845","Height vs. Thickness",0.019,"Double Linear"
"Entire Dataset 845","Diameter vs. Thickness",0.03,"Double Log"
"Entire Dataset 845","Diameter vs. Thickness",0.024,"Double Linear"
"Entire Dataset 854","Width vs. Fresh Weight",0.71,"Double Log"
"Entire Dataset 854","Width vs. Fresh Weight",0.694,"Double Linear"
"Entire Dataset 854","Height vs. Fresh Weight",0.26,"Double Log"
"Entire Dataset 854","Height vs. Fresh Weight",0.246,"Double Linear"
"Entire Dataset 854","Diameter vs. Fresh Weight",0.464,"Double Log"
"Entire Dataset 854","Diameter vs. Fresh Weight",0.471,"Double Linear"
"Entire Dataset 854","Thickness vs. Fresh Weight",0.206,"Double Log"
"Entire Dataset 854","Thickness vs. Fresh Weight",0.179,"Double Linear"
"Entire Dataset 854","Diameter / Width vs. Fresh Weight",0.165,"Double Log"
"Entire Dataset 854","Diameter / Width vs. Fresh Weight",0.164,"Double Linear"
"Entire Dataset 854","Width vs. Height",0.356,"Double Log"
"Entire Dataset 854","Width vs. Height",0.359,"Double Linear"
"Entire Dataset 854","Width vs. Diameter",0.573,"Double Log"
"Entire Dataset 854","Width vs. Diameter",0.586,"Double Linear"
"Entire Dataset 854","Width vs. Thickness",0.026,"Double Log"
"Entire Dataset 854","Width vs. Thickness",0.023,"Double Linear"
"Entire Dataset 854","Height vs. Diameter",0.852,"Double Log"
"Entire Dataset 854","Height vs. Diameter",0.849,"Double Linear"
"Entire Dataset 854","Height vs. Thickness",0.065,"Double Log"
"Entire Dataset 854","Height vs. Thickness",0.06,"Double Linear"
"Entire Dataset 854","Diameter vs. Thickness",0.022,"Double Log"
"Entire Dataset 854","Diameter vs. Thickness",0.018,"Double Linear"
